HR,Name,Hours RA,Minutes RA,Seconds RA,Degrees Dec,Minutes Dec,Seconds Dec,VisualMag,B-V
5149,2    Boo,13,41,02.3,+22,29,45,5.62,+1.01
5150,82    Vir,13,41,36.8,-08,42,11,5.01,+1.63
5154,83    UMa,13,40,44.3,+54,40,54,4.66,+1.64
5155,,13,42,55.0,-41,24,04,5.98,+1.02
5157,,13,43,40.0,-42,04,03,5.98,-0.08
5159,84    Vir,13,43,03.7,+03,32,17,5.36,+1.11
5161,,13,42,43.4,+34,59,20,5.98,+0.85
5162,,13,41,29.9,+64,49,21,5.85,+0.07
5165,83    Vir,13,44,29.8,-16,10,45,5.60,+0.81
5167,,13,45,36.9,-26,06,58,5.81,+0.02
5168,1    Cen,13,45,41.2,-33,02,38,4.23,+0.38
5172,,13,46,39.3,-51,25,58,4.65,+0.96
5173,86    Vir,13,45,56.3,-12,25,36,5.51,+0.90
5174,,13,46,56.4,-36,15,07,5.15,-0.02
5175,,13,47,27.6,-50,14,58,5.91,+0.29
5176,,13,47,38.4,-50,19,16,5.45,+1.36
5179,,13,46,13.5,+41,05,19,5.87,+0.21
5180,,13,46,19.0,+38,30,14,5.94,+0.94
5181,87    Vir,13,47,25.4,-17,51,36,5.43,+1.62
5182,3    Boo,13,46,43.3,+25,42,08,5.95,+0.49
5184,,13,42,39.3,+78,03,52,5.91,+1.01
5185,4Tau Boo,13,47,15.7,+17,27,24,4.50,+0.48
5186,,13,46,59.8,+38,32,34,5.50,+1.03
5187,84    UMa,13,46,35.7,+54,25,58,5.70,-0.08
5188,,13,55,38.7,-82,39,58,5.95,+1.46
5190,Nu  Cen,13,49,30.3,-41,41,16,3.41,-0.22
5191,85Eta UMa,13,47,32.4,+49,18,48,1.86,-0.19
5192,2    Cen,13,49,26.7,-34,27,03,4.19,+1.50
5193,Mu  Cen,13,49,37.0,-42,28,26,3.04,-0.17
5194,,13,51,47.4,-69,24,05,5.75,+1.73
5195,,13,48,38.7,+31,11,25,5.62,+1.01
5196,89    Vir,13,49,52.3,-18,08,03,4.97,+1.06
5200,5Ups Boo,13,49,28.6,+15,47,52,4.07,+1.52
5201,6    Boo,13,49,42.8,+21,15,51,4.91,+1.43
5203,,13,42,23.1,+82,45,09,5.98,+1.01
5206,,13,51,47.2,-46,53,57,5.77,-0.16
5207,,13,52,04.8,-52,48,42,5.25,-0.09
5210,3    Cen,13,51,49.6,-32,59,40,4.56,-0.13
5213,,13,49,45.5,+61,29,21,5.96,+0.96
5215,,13,51,09.2,+34,39,52,5.87,+1.62
5217,,13,53,43.1,-53,22,25,5.89,+0.01
5218,,13,54,48.9,-67,39,09,5.71,+1.49
5219,,13,51,47.5,+34,26,39,4.74,+1.66
5221,4    Cen,13,53,12.5,-31,55,40,4.73,-0.14
5222,,13,53,32.8,-35,39,51,5.54,+0.44
5225,7    Boo,13,53,12.9,+17,55,58,5.70,+0.84
5226,10    Dra,13,51,25.9,+64,43,24,4.65,+1.58
5229,,13,53,10.3,+28,38,53,5.90,+0.20
5230,,13,55,12.2,-52,09,40,5.71,-0.08
5231,Zet Cen,13,55,32.4,-47,17,18,2.55,-0.22
5232,90    Vir,13,54,42.1,-01,30,11,5.15,+1.08
5235,8Eta Boo,13,54,41.1,+18,23,52,2.68,+0.58
5238,86    UMa,13,53,51.0,+53,43,43,5.70,-0.05
5239,,13,56,19.5,-46,35,33,5.83,+1.14
5241,,13,57,38.9,-63,41,12,4.71,+1.11
5244,92    Vir,13,56,27.9,+01,03,02,5.91,+0.20
5247,9    Boo,13,56,34.2,+27,29,31,5.01,+1.42
5248,Phi Cen,13,58,16.3,-42,06,03,3.83,-0.21
5249,Ups1Cen,13,58,40.8,-44,48,13,3.87,-0.20
5250,47    Hya,13,58,31.1,-24,58,20,5.15,-0.10
5251,,13,59,17.3,-50,22,12,5.91,+0.96
5253,,14,00,52.2,-66,16,07,5.97,+0.35
5255,10    Boo,13,58,38.9,+21,41,46,5.76,-0.03
5257,48    Hya,14,00,00.1,-25,00,37,5.77,+0.48
5260,Ups2Cen,14,01,43.4,-45,36,13,4.34,+0.60
5261,The Aps,14,05,19.8,-76,47,48,5.5,+1.55
5262,,14,01,20.4,+08,53,41,5.99,+0.09
5264,93Tau Vir,14,01,38.8,+01,32,40,4.26,+0.10
5265,,14,02,22.8,-27,25,48,5.48,+1.34
5266,,14,03,26.2,-56,12,49,5.92,+1.22
5267,Bet Cen,14,03,49.4,-60,22,23,0.61,-0.23
5285,Chi Cen,14,06,02.8,-41,10,47,4.36,-0.19
5287,49Pi  Hya,14,06,22.3,-26,40,57,3.27,+1.12
5288,5The Cen,14,06,41.0,-36,22,12,2.06,+1.01
5290,95    Vir,14,06,42.8,-09,18,48,5.46,+0.34
5291,11Alp Dra,14,04,23.3,+64,22,33,3.65,-0.05
5297,,14,09,54.8,-53,26,21,4.75,+0.94
5299,,14,07,55.8,+43,51,16,5.27,+1.59
5300,13    Boo,14,08,17.3,+49,27,29,5.25,+1.65
5301,,14,10,50.5,-16,18,07,4.91,+1.72
5303,Eta Aps,14,18,13.8,-81,00,28,4.91,+0.25
5304,12    Boo,14,10,23.9,+25,05,30,4.83,+0.54
5308,,14,13,16.4,-53,39,57,5.56,+1.44
5312,50    Hya,14,12,46.0,-27,15,40,5.08,+1.16
5313,,14,12,15.8,+02,24,34,5.01,-0.12
5315,98Kap Vir,14,12,53.8,-10,16,25,4.19,+1.33
5316,,14,14,57.0,-57,05,09,5.07,-0.08
5317,,14,13,40.8,-00,50,44,5.91,+0.47
5318,,14,14,42.6,-41,50,15,5.61,+0.93
5320,,14,16,38.6,-66,35,16,5.75,-0.06
5321,4    UMi,14,08,50.9,+77,32,51,4.82,+1.36
5323,14    Boo,14,14,05.2,+12,57,34,5.54,+0.54
5329,17Kap2Boo,14,13,29.0,+51,47,25,4.54,+0.20
5330,15    Boo,14,14,50.8,+10,06,02,5.29,+1.00
5332,,14,15,24.1,-18,12,03,5.43,-0.03
5334,,14,12,04.0,+69,25,57,5.24,+1.58
5336,Eps Aps,14,22,22.7,-80,06,32,5.06,-0.10
5338,99Iot Vir,14,16,00.9,-06,00,02,4.08,+0.52
5339,Del Oct,14,26,54.9,-83,40,04,4.32,+1.31
5340,16Alp Boo,14,15,39.7,+19,10,57,-0.04,+1.23
5343,,14,16,04.2,+18,54,43,5.98,+0.26
5349,,14,19,51.5,-61,16,23,5.23,+0.29
5350,21Iot Boo,14,16,09.9,+51,22,02,4.75,+0.20
5351,19Lam Boo,14,16,23.0,+46,05,18,4.18,+0.08
5352,,14,17,28.4,+15,15,48,5.80,+1.71
5354,Iot Lup,14,19,24.2,-46,03,28,3.55,-0.18
5355,,14,18,38.3,-18,42,58,5.90,0.00
5356,,14,19,00.8,-25,48,56,5.87,+0.50
5357,,14,19,23.9,-37,00,13,5.94,+0.08
5358,,14,20,19.5,-56,23,12,4.33,+0.12
5359,100Lam Vir,14,19,06.6,-13,22,16,4.52,+0.13
5361,,14,17,59.8,+35,30,34,4.81,+1.06
5362,,14,20,09.7,-43,03,32,5.56,+0.92
5364,,14,20,42.5,-45,11,14,4.77,+0.31
5365,18    Boo,14,19,16.3,+13,00,15,5.41,+0.38
5366,102Ups Vir,14,19,32.5,-02,15,56,5.14,+1.02
5367,Psi Cen,14,20,33.4,-37,53,07,4.05,-0.03
5370,20    Boo,14,19,45.2,+16,18,25,4.86,+1.23
5371,,14,22,37.0,-58,27,34,4.92,+0.86
5376,,14,22,19.7,-34,47,13,5.56,-0.09
5378,,14,23,02.2,-39,30,44,4.42,-0.18
5379,,14,25,06.3,-68,11,43,5.61,+0.49
5381,51    Hya,14,23,05.8,-27,45,14,4.77,+1.31
5386,,14,23,22.7,+08,26,48,5.12,-0.02
5388,,14,24,00.9,+08,14,37,5.95,+0.06
5390,,14,24,48.6,-24,48,23,5.32,+0.96
5391,,14,27,07.1,-65,49,18,5.85,+1.50
5392,,14,24,11.3,+05,49,12,5.10,+0.12
5395,Tau1Lup,14,26,08.2,-45,13,17,4.56,-0.15
5396,Tau2Lup,14,26,10.8,-45,22,46,4.35,+0.43
5401,,14,27,12.2,-46,08,04,5.83,+0.31
5404,23The Boo,14,25,11.8,+51,51,03,4.05,+0.50
5405,22    Boo,14,26,27.4,+19,13,37,5.39,+0.23
5407,52    Hya,14,28,10.4,-29,29,30,4.97,-0.07
5408,,14,31,16.5,-67,43,02,5.83,+1.00
5409,105Phi Vir,14,28,12.1,-02,13,41,4.81,+0.70
5410,106    Vir,14,28,41.7,-06,54,02,5.42,+1.49
5412,,14,30,08.6,-45,19,18,5.50,-0.08
5413,,14,30,20.9,-49,31,09,5.37,+0.05
5418,,14,29,50.5,+00,49,44,5.94,+0.16
5419,,14,31,10.8,-38,52,11,5.97,+1.06
5420,24    Boo,14,28,37.8,+49,50,41,5.59,+0.85
5425,Sig Lup,14,32,36.9,-50,27,25,4.42,-0.19
5426,,14,33,32.4,-54,59,54,5.87,+0.48
5427,,14,33,29.9,-52,40,48,5.87,+1.09
5429,25Rho Boo,14,31,49.8,+30,22,17,3.58,+1.30
5430,5    UMi,14,27,31.5,+75,41,46,4.25,+1.44
5434,26    Boo,14,32,32.5,+22,15,36,5.92,+0.35
5435,27Gam Boo,14,32,04.7,+38,18,30,3.03,+0.19
5439,,14,35,31.5,-41,31,02,5.87,-0.08
5440,Eta Cen,14,35,30.4,-42,09,28,2.31,-0.19
5442,,14,32,30.9,+55,23,52,5.76,+1.50
5444,,14,36,19.0,-46,14,43,5.55,+1.48
5447,28Sig Boo,14,34,40.8,+29,44,42,4.46,+0.36
5449,,14,36,44.2,-40,12,42,5.74,-0.12
5450,,14,37,20.1,-46,08,02,5.41,+1.01
5452,,14,34,39.6,+49,22,06,5.74,+1.56
5453,Rho Lup,14,37,53.2,-49,25,33,4.05,-0.15
5459,Alp1Cen,14,39,35.9,-60,50,07,-0.01,+0.71
5460,Alp2Cen,14,39,36.1,-60,50,08,1.33,+0.88
5462,,14,38,14.0,+18,17,54,5.91,+1.10
5463,Alp Cir,14,42,30.4,-64,58,31,3.19,+0.24
5464,,14,38,12.5,+43,38,31,5.70,+1.48
5466,,14,41,01.4,-36,08,06,5.67,-0.08
5467,,14,38,15.2,+54,01,24,5.85,-0.01
5468,33    Boo,14,38,50.2,+44,24,16,5.39,0.00
5469,Alp Lup,14,41,55.8,-47,23,18,2.30,-0.20
5470,Alp Aps,14,47,51.6,-79,02,41,3.83,+1.43
5471,,14,41,57.6,-37,47,37,4.00,-0.17
5473,,14,40,42.4,+13,32,03,5.91,+0.21
5475,29Pi 1Boo,14,40,43.6,+16,25,06,4.94,-0.03
5476,29Pi 2Boo,14,40,43.9,+16,25,04,5.88,+0.24
5477,30Zet Boo,14,41,08.9,+13,43,42,4.83,
5478,30Zet Boo,14,41,08.9,+13,43,42,4.43,+0.05
5480,31    Boo,14,41,38.8,+08,09,42,4.86,+1.00
5481,32    Boo,14,41,43.5,+11,39,38,5.56,+0.94
5482,,14,45,17.3,-62,52,33,5.36,+0.29
5484,4    Lib,14,43,13.6,-24,59,51,5.73,-0.01
5485,,14,43,39.4,-35,10,25,4.05,+1.35
5487,107Mu  Vir,14,43,03.6,-05,39,30,3.88,+0.38
5489,,14,44,59.2,-35,11,31,4.92,+0.01
5490,34    Boo,14,43,25.4,+26,31,40,4.81,+1.66
5493,,14,43,44.4,+40,27,33,5.73,+1.39
5494,,14,46,29.1,-47,26,28,5.74,+0.07
5495,,14,47,01.3,-52,23,01,5.21,+0.98
5497,54    Hya,14,46,00.1,-25,26,35,4.94,+0.35
5499,,14,46,06.8,-23,09,11,5.81,+0.98
5500,,14,48,44.4,-66,35,38,5.91,-0.07
5501,108    Vir,14,45,30.2,+00,43,02,5.69,-0.03
5502,35Omi Boo,14,45,14.5,+16,57,52,4.60,+0.98
5505,36Eps Boo,14,44,59.2,+27,04,30,5.12,
5506,36Eps Boo,14,44,59.2,+27,04,27,2.70,+0.97
5508,,14,47,05.1,-38,17,27,5.94,+1.33
5511,109    Vir,14,46,14.9,+01,53,34,3.72,-0.01
5512,,14,46,06.0,+15,07,55,5.63,+1.57
5514,55    Hya,14,47,22.5,-25,37,28,5.63,
5516,56    Hya,14,47,44.8,-26,05,15,5.24,+0.94
5517,57    Hya,14,47,57.5,-26,38,47,5.77,-0.02
5520,,14,53,13.7,-73,11,24,5.60,+0.82
5521,,14,49,18.7,-24,15,06,5.68,+1.30
5523,7Mu  Lib,14,49,19.1,-14,08,56,5.31,+0.07
5525,Pi 1Oct,15,01,50.8,-83,13,40,5.65,+0.95
5526,58    Hya,14,50,17.3,-27,57,37,4.41,+1.40
5527,,14,52,35.0,-63,48,36,5.87,+0.72
5528,Omi Lup,14,51,38.4,-43,34,32,4.32,-0.15
5530,8Alp1Lib,14,50,41.2,-15,59,50,5.15,+0.41
5531,9Alp2Lib,14,50,52.7,-16,02,30,2.75,+0.15
5532,,14,49,58.4,+28,36,57,5.80,+0.05
5533,38    Boo,14,49,18.7,+46,06,58,5.74,+0.48
5534,,14,50,15.8,+23,54,43,5.85,+0.56
5535,11    Lib,14,51,01.0,-02,17,57,4.94,+0.98
5538,39    Boo,14,49,41.3,+48,43,14,5.69,+0.47
5540,,14,57,52.9,-76,39,46,5.34,+1.45
5541,,14,50,29.6,+37,16,19,5.48,+1.02
5543,,14,52,51.1,-37,48,12,5.03,-0.16
5544,37Xi  Boo,14,51,23.3,+19,06,04,4.55,+0.76
5545,Pi 2Oct,15,04,46.7,-83,02,18,5.65,+1.30
5546,,14,55,34.6,-60,06,51,5.20,+1.16
5547,,15,00,11.8,-77,09,37,5.93,+1.05
5548,12    Lib,14,54,20.1,-24,38,32,5.30,+1.32
5549,,14,54,38.0,-33,18,02,5.82,+1.42
5551,The Cir,14,56,44.0,-62,46,51,5.11,0.00
5552,,14,51,26.4,+59,17,38,5.46,+1.36
5554,13Xi 1Lib,14,54,22.9,-11,53,54,5.80,+0.97
5556,,14,56,17.3,-52,48,35,5.38,+0.13
5557,Ome Oct,15,11,08.3,-84,47,15,5.91,-0.06
5558,,14,55,44.7,-33,51,21,5.32,+0.04
5559,,14,56,32.0,-47,52,45,5.64,-0.04
5563,7Bet UMi,14,50,42.3,+74,09,20,2.08,+1.47
5564,15Xi 2Lib,14,56,46.1,-11,24,35,5.46,+1.49
5567,,14,56,13.2,+14,26,47,5.77,-0.06
5568,,14,57,28.0,-21,24,56,5.74,+1.11
5570,16    Lib,14,57,11.0,-04,20,47,4.49,+0.32
5571,Bet Lup,14,58,31.9,-43,08,02,2.68,-0.22
5573,,14,57,33.3,-00,10,03,5.53,+1.13
5575,,14,57,11.7,+16,23,18,5.71,+0.94
5576,Kap Cen,14,59,09.7,-42,06,15,3.13,-0.20
5577,59    Hya,14,58,39.2,-27,39,26,5.65,+0.24
5581,,14,56,23.0,+49,37,43,5.63,+0.50
5582,18    Lib,14,58,53.6,-11,08,39,5.87,+1.26
5584,,14,59,23.1,+04,34,04,5.93,+1.60
5585,,15,01,13.0,-38,03,30,5.89,+1.24
5586,19Del Lib,15,00,58.4,-08,31,08,4.92,0.00
5588,40    Boo,14,59,36.9,+39,15,55,5.64,+0.31
5589,,14,57,35.0,+65,55,57,4.60,+1.59
5590,,15,01,19.8,-02,45,18,5.52,+1.68
5591,60    Hya,15,02,06.4,-28,03,38,5.85,+0.16
5593,Eta Cir,15,04,48.2,-64,01,54,5.17,+0.93
5594,,15,01,48.9,-00,08,26,5.71,+1.52
5595,,15,02,59.3,-32,38,36,5.44,-0.12
5596,,14,50,20.4,+82,30,43,5.64,+0.68
5600,41Ome Boo,15,02,06.5,+25,00,29,4.81,+1.50
5601,110    Vir,15,02,54.0,+02,05,29,4.40,+1.04
5602,42Bet Boo,15,01,56.8,+40,23,26,3.50,+0.97
5603,20Sig Lib,15,04,04.2,-25,16,55,3.29,+1.70
5605,Pi  Lup,15,05,07.2,-47,03,04,4.72,-0.14
5606,Pi  Lup,15,05,07.2,-47,03,04,4.82,
5607,,15,05,19.1,-41,04,02,5.15,+1.01
5608,,15,01,27.1,+60,12,16,5.93,+0.09
5609,,15,03,06.1,+35,12,21,5.51,+1.02
5616,43Psi Boo,15,04,26.7,+26,56,51,4.54,+1.24
5617,,15,07,25.9,-49,05,18,5.77,+0.92
5618,44    Boo,15,03,47.4,+47,39,16,4.76,+0.65
5619,,15,06,33.3,-30,55,08,5.96,-0.08
5621,,15,09,29.9,-67,05,03,5.76,+0.69
5622,21Nu  Lib,15,06,37.6,-16,15,25,5.20,+1.58
5624,,15,08,12.1,-40,35,02,5.79,-0.14
5625,,15,08,39.1,-42,52,04,5.85,-0.11
5626,Lam Lup,15,08,50.6,-45,16,47,4.05,-0.18
5627,47    Boo,15,05,25.8,+48,09,04,5.57,0.00
5634,45    Boo,15,07,18.1,+24,52,09,4.93,+0.43
5635,,15,06,16.7,+54,33,23,5.25,+0.96
5636,,15,10,07.5,-38,47,33,5.98,
5637,,15,11,16.0,-55,20,46,5.54,+1.14
5638,46    Boo,15,08,23.8,+26,18,04,5.67,+1.24
5640,,15,08,35.5,+25,06,31,5.81,+1.24
5641,,15,10,18.6,-26,19,58,5.76,+1.05
5644,,15,14,19.1,-70,04,46,5.81,+3.38
5646,Kap1Lup,15,11,56.1,-48,44,16,3.87,-0.05
5647,Kap2Lup,15,11,57.6,-48,44,37,5.69,+0.14
5649,Zet Lup,15,12,17.1,-52,05,57,3.41,+0.92
5651,,15,12,49.5,-44,30,02,4.82,-0.17
5652,24Iot1Lib,15,12,13.3,-19,47,30,4.54,-0.08
5654,,15,12,04.3,+18,58,33,5.89,+1.53
5658,,15,13,53.3,-26,11,37,5.84,+1.14
5660,1    Lup,15,14,37.3,-31,31,09,4.91,+0.37
5661,,15,16,36.4,-60,54,14,5.73,-0.08
5663,,15,15,53.8,-48,04,27,5.95,+0.21
5664,Del Cir,15,16,56.7,-60,57,27,5.09,-0.06
5666,Eps Cir,15,17,38.9,-63,36,38,4.86,+1.25
5667,,15,16,04.0,-41,29,28,5.16,+0.58
5670,Bet Cir,15,17,30.8,-58,48,04,4.07,+0.09
5671,Gam TrA,15,18,54.6,-68,40,46,2.89,0.00
5674,,15,14,06.1,+31,47,17,5.99,+1.52
5675,3    Ser,15,15,11.4,+04,56,22,5.33,+1.09
5676,48Chi Boo,15,14,29.2,+29,09,51,5.26,+0.03
5678,,15,16,23.0,-22,23,58,5.50,+1.38
5679,4    Ser,15,15,49.1,+00,22,20,5.63,+0.18
5680,,15,18,48.9,-60,29,47,5.46,-0.10
5681,49Del Boo,15,15,30.2,+33,18,53,3.47,+0.95
5683,Mu  Lup,15,18,32.0,-47,52,30,4.27,-0.08
5685,27Bet Lib,15,17,00.4,-09,22,59,2.61,-0.11
5686,2    Lup,15,17,49.9,-30,08,56,4.34,+1.10
5687,,15,18,56.4,-40,47,18,5.59,-0.10
5690,,15,18,26.2,-00,27,41,5.89,+1.51
5691,,15,14,38.3,+67,20,48,5.13,+0.53
5692,,15,18,24.5,+20,34,22,5.70,+0.97
5694,5    Ser,15,19,18.8,+01,45,55,5.06,+0.54
5695,Del Lup,15,21,22.3,-40,38,51,3.22,-0.22
5698,Nu 1Lup,15,22,08.3,-47,55,40,5.00,+0.50
5699,Nu 2Lup,15,21,48.2,-48,19,04,5.65,+0.65
5700,,15,23,10.4,-60,39,25,5.67,+0.48
5704,Gam Cir,15,23,22.7,-59,19,15,4.51,+0.19
5705,Phi1Lup,15,21,48.4,-36,15,41,3.56,+1.54
5707,,15,21,07.6,-05,49,29,5.54,+1.04
5708,Eps Lup,15,22,40.9,-44,41,22,3.37,-0.18
5709,1Omi CrB,15,20,08.5,+29,36,58,5.51,+1.02
5710,6    Ser,15,21,02.0,+00,42,55,5.35,+1.19
5712,Phi2Lup,15,23,09.4,-36,51,31,4.54,-0.15
5713,,15,26,14.7,-68,18,33,5.89,+1.02
5714,11    UMi,15,17,05.9,+71,49,26,5.02,+1.37
5715,,15,20,05.2,+51,57,31,5.66,+0.11
5718,50    Boo,15,21,48.6,+32,56,02,5.37,-0.07
5719,Ups Lup,15,24,44.9,-39,42,37,5.37,-0.11
5720,,15,23,52.2,-12,22,10,5.72,+1.04
5723,31Eps Lib,15,24,11.9,-10,19,20,4.94,+0.44
5724,,15,25,20.2,-38,44,01,4.60,0.00
5725,,15,27,33.1,-64,31,53,5.71,+1.64
5726,,15,22,37.4,+39,34,53,5.50,+1.59
5727,2Eta CrB,15,23,12.3,+30,17,16,5.58,+0.58
5729,Rho Oct,15,43,16.8,-84,27,55,5.57,+0.11
5730,Kap1Aps,15,31,30.8,-73,23,22,5.49,-0.12
5731,,15,22,37.3,+62,02,50,5.98,-0.03
5733,51Mu 1Boo,15,24,29.4,+37,22,38,4.31,+0.31
5735,13Gam UMi,15,20,43.7,+71,50,02,3.05,+0.05
5736,,15,27,18.2,-36,46,04,5.45,-0.15
5737,,15,22,38.4,+63,20,29,5.79,+1.27
5739,9Tau1Ser,15,25,47.4,+15,25,41,5.17,+1.66
5741,,15,26,17.4,+34,20,09,5.46,+1.40
5742,,15,29,24.3,-46,43,58,5.24,+1.74
5743,32Zet1Lib,15,28,15.4,-16,42,59,5.64,+1.55
5744,12Iot Dra,15,24,55.8,+58,57,58,3.29,+1.16
5746,10    Ser,15,28,38.2,+01,50,32,5.17,+0.23
5747,3Bet CrB,15,27,49.7,+29,06,21,3.68,+0.28
5750,34Zet3Lib,15,30,40.4,-16,36,34,5.82,+1.06
5755,,15,27,51.4,+60,40,13,5.90,+1.44
5762,,15,32,36.7,-19,40,14,5.52,+0.18
5763,52Nu 1Boo,15,30,55.8,+40,49,59,5.02,+1.59
5764,35Zet4Lib,15,32,55.2,-16,51,10,5.50,-0.14
5767,,15,34,01.6,-40,03,58,5.82,+1.68
5771,Eps TrA,15,36,43.2,-66,19,01,4.11,+1.17
5772,11    Ser,15,32,57.9,-01,11,11,5.51,+1.09
5774,53Nu 2Boo,15,31,47.0,+40,53,58,5.02,+0.07
5775,36    Lib,15,34,37.3,-28,02,49,5.15,+1.30
5776,Gam Lup,15,35,08.5,-41,10,01,2.78,-0.20
5777,37    Lib,15,34,10.7,-10,03,52,4.62,+1.01
5778,4The CrB,15,32,55.8,+31,21,33,4.14,-0.13
5780,,15,34,26.6,-09,11,00,5.17,-0.09
5781,,15,35,53.2,-44,57,31,4.54,-0.18
5782,Kap2Aps,15,40,21.2,-73,26,48,5.65,-0.04
5784,,15,36,12.1,-44,23,49,5.43,+1.50
5785,,15,30,55.7,+64,12,31,5.79,+0.96
5786,,15,41,54.6,-76,04,55,5.95,-0.04
5787,38Gam Lib,15,35,31.6,-14,47,22,3.91,+1.01
5788,13Del Ser,15,34,48.1,+10,32,15,3.80,+0.26
5789,13Del Ser,15,34,48.1,+10,32,21,3.80,+0.26
5793,5Alp CrB,15,34,41.3,+26,42,53,2.23,-0.02
5794,39Ups Lib,15,37,01.5,-28,08,06,3.58,+1.38
5797,Ome Lup,15,38,03.2,-42,34,03,4.33,+1.42
5798,,15,38,49.5,-52,22,22,5.44,0.00
5800,6Mu  CrB,15,35,15.0,+39,00,36,5.11,+1.64
5802,16    Ser,15,36,29.6,+10,00,36,5.26,+0.95
5803,,15,39,56.5,-59,54,30,5.95,+0.48
5804,18Tau5Ser,15,36,29.3,+16,07,08,5.93,+0.29
5806,,15,37,48.1,-23,08,30,5.78,+1.10
5810,,15,38,16.3,-21,00,58,5.84,+1.08
5811,,15,35,16.3,+53,55,19,5.97,+1.18
5812,40Tau Lib,15,38,39.4,-29,46,40,3.66,-0.17
5814,41    Lib,15,38,54.5,-19,18,07,5.38,+0.86
5818,,15,35,57.1,+54,37,50,5.74,
5820,3Psi1Lup,15,39,46.0,-34,24,43,4.67,+0.99
5823,54Phi Boo,15,37,49.6,+40,21,12,5.24,+0.88
5824,42    Lib,15,40,16.9,-23,49,05,4.96,+1.33
5825,,15,41,11.3,-44,39,40,4.64,+0.40
5826,15The UMi,15,31,24.9,+77,20,58,4.96,+1.58
5828,,15,37,32.0,+54,30,32,5.87,+1.07
5830,,15,38,16.2,+46,47,52,5.75,+0.36
5834,7Zet2CrB,15,39,22.7,+36,38,09,5.07,-0.12
5835,,15,38,34.3,+50,25,24,5.84,+0.83
5837,,15,42,38.3,-37,25,30,5.24,+0.98
5838,43Kap Lib,15,41,56.8,-19,40,44,4.74,+1.57
5839,4Psi2Lup,15,42,41.0,-34,42,38,4.75,-0.14
5842,21Iot Ser,15,41,33.1,+19,40,13,4.52,+0.04
5843,20Chi Ser,15,41,47.4,+12,50,51,5.33,+0.04
5844,,15,37,39.1,+69,17,00,5.62,+1.35
5845,22Tau7Ser,15,41,54.7,+18,27,50,5.81,+0.20
5846,,15,44,22.6,-41,49,10,5.94,0.00
5848,44Eta Lib,15,44,04.4,-15,40,22,5.41,+0.23
5849,8Gam CrB,15,42,44.6,+26,17,44,3.84,0.00
5853,23Psi Ser,15,44,01.8,+02,30,54,5.88,+0.68
5854,24Alp Ser,15,44,16.1,+06,25,32,2.65,+1.17
5855,9Pi  CrB,15,43,59.3,+32,30,57,5.56,+1.06
5857,,15,42,50.7,+52,21,39,5.51,-0.07
5859,,15,45,23.5,+05,26,49,5.58,+0.04
5860,,15,46,44.2,-34,40,57,5.61,-0.11
5863,25    Ser,15,46,05.6,-01,48,16,5.40,-0.03
5867,28Bet Ser,15,46,11.3,+15,25,19,3.67,+0.06
5868,27Lam Ser,15,46,26.6,+07,21,11,4.43,+0.60
5869,,15,50,06.9,-53,12,34,5.77,-0.08
5870,31Ups Ser,15,47,17.3,+14,06,55,5.71,+0.09
5871,,15,49,57.5,-48,54,43,5.84,+0.07
5873,,15,51,06.8,-55,03,21,5.73,+0.06
5875,,15,48,56.8,-03,49,07,5.53,+0.12
5878,,15,46,34.8,+55,28,29,5.92,+1.39
5879,35Kap Ser,15,48,44.4,+18,08,30,4.09,+1.62
5880,,15,48,34.4,+28,09,24,5.85,+0.77
5881,32Mu  Ser,15,49,37.2,-03,25,49,3.53,-0.04
5883,5Chi Lup,15,50,57.5,-33,37,38,3.95,-0.04
5885,1    Sco,15,50,58.7,-25,45,05,4.64,-0.05
5886,,15,46,40.0,+62,35,58,5.19,+0.04
5887,,15,47,38.0,+55,22,36,5.86,+0.25
5888,34Ome Ser,15,50,17.5,+02,11,47,5.23,+1.02
5889,10Del CrB,15,49,35.7,+26,04,06,4.63,+0.80
5891,Kap TrA,15,55,29.6,-68,36,11,5.09,+1.13
5892,37Eps Ser,15,50,49.0,+04,28,40,3.71,+0.15
5894,,15,50,41.7,+15,08,01,5.2,
5895,36    Ser,15,51,15.6,-03,05,26,5.11,+0.12
5897,Bet TrA,15,55,08.5,-63,25,50,2.85,+0.29
5899,38Rho Ser,15,51,15.9,+20,58,40,4.76,+1.54
5900,,15,55,32.3,-60,10,40,5.77,+0.35
5901,11Kap CrB,15,51,13.9,+35,39,27,4.82,+1.00
5902,45Lam Lib,15,53,20.1,-20,10,02,5.03,-0.01
5903,16Zet UMi,15,44,03.5,+77,47,40,4.32,+0.04
5904,2    Sco,15,53,36.7,-25,19,38,4.59,-0.07
5905,,15,56,06.0,-60,28,58,5.76,+0.06
5906,,15,53,53.8,-24,31,59,5.39,-0.02
5907,,15,53,55.8,-23,58,41,5.42,-0.04
5908,46The Lib,15,53,49.5,-16,43,46,4.15,+1.02
5912,3    Sco,15,54,39.5,-25,14,37,5.87,-0.06
5914,1Chi Her,15,52,40.5,+42,27,06,4.62,+0.56
5915,47    Lib,15,55,00.3,-19,22,59,5.94,-0.01
5917,4    Sco,15,55,30.1,-26,15,57,5.62,+0.15
5920,,15,58,58.1,-65,02,16,5.75,-0.06
5922,,15,52,16.6,+55,49,36,5.81,+0.96
5924,,15,54,34.6,+20,18,39,5.44,+1.59
